timestamp,voltage,temperature,vibration,pressure
21-11-2025 21:07,279.52,87.2,0.957,1.14
21-11-2025 21:08,226.33,65.4,0.946,1.5
21-11-2025 21:09,245.81,80.2,0.464,1.76
21-11-2025 21:10,230.48,78.9,0.265,1.82
21-11-2025 21:11,247.99,75.7,0.612,1.87
21-11-2025 21:12,233.03,89.2,0.988,1.41
21-11-2025 21:13,223.4,69.3,0.413,1.24
21-11-2025 21:14,228.46,98.9,0.63,1.34
21-11-2025 21:15,276.18,64.9,0.16,1.17
21-11-2025 21:16,271.66,70.1,0.193,1.81
21-11-2025 21:17,276.83,58.6,0.685,1.95
21-11-2025 21:18,268.27,69.6,0.115,1.78
21-11-2025 21:19,253.86,55.5,0.125,1.51
21-11-2025 21:20,240.51,56.2,0.578,1.1
21-11-2025 21:21,273.85,71.9,0.293,0.94
21-11-2025 21:22,249.19,65.4,0.204,0.84
21-11-2025 21:23,250.58,86.5,0.659,1.27
21-11-2025 21:24,251.17,99.2,0.436,1.87
21-11-2025 21:25,250.83,72.5,0.357,1.8
21-11-2025 21:26,246.41,60.5,0.66,0.85
21-11-2025 21:27,233.14,81.7,0.978,0.92
21-11-2025 21:28,224.75,56.2,0.18,1.61
21-11-2025 21:29,243.52,64.6,0.223,1.92
21-11-2025 21:30,246.93,61.3,0.665,1.68
21-11-2025 21:31,245.15,67.5,0.488,1.1
21-11-2025 21:32,241.11,71.1,0.436,1.77
21-11-2025 21:33,268.4,62.1,0.396,1.8
21-11-2025 21:34,257.66,86.3,0.931,1.42
21-11-2025 21:35,271.41,92,0.272,1.71
21-11-2025 21:36,258.14,93.7,0.659,1.81
21-11-2025 21:37,249.11,95.9,0.701,1.86
21-11-2025 21:38,241.99,89,0.555,1.51
21-11-2025 21:39,248.73,87.7,0.709,1.19
21-11-2025 21:40,224.99,64.9,0.978,1.67
21-11-2025 21:41,240.99,59.1,0.949,1.2
21-11-2025 21:42,264.39,86,0.131,1.56
21-11-2025 21:43,255.72,92.8,0.213,1.23
21-11-2025 21:44,251.85,58.8,0.459,0.91
21-11-2025 21:45,270.28,81.6,0.225,0.85
21-11-2025 21:46,228.16,80.3,0.885,1.9
21-11-2025 21:47,220.93,76.8,0.829,1.31
21-11-2025 21:48,247.2,81.8,0.336,0.82
21-11-2025 21:49,253.49,96.3,0.589,1.92
21-11-2025 21:50,248.67,91.9,0.283,1.92
21-11-2025 21:51,263.27,95.3,0.975,1.08
21-11-2025 21:52,272.17,98.7,0.578,0.9
21-11-2025 21:53,239.9,79.7,0.343,1.39
21-11-2025 21:54,261.46,73,0.232,1.43
21-11-2025 21:55,270.78,68.8,0.192,1.39
21-11-2025 21:56,229.25,59.6,0.866,1.84
21-11-2025 21:57,225.04,59.7,0.121,1.81
21-11-2025 21:58,275.07,64.2,0.915,1.49
21-11-2025 21:59,228.84,84.4,0.983,1.4
21-11-2025 22:00,269.54,55.6,0.958,1.04
21-11-2025 22:01,260.57,98.7,0.674,1.73
21-11-2025 22:02,228.44,61.6,0.943,1.09
21-11-2025 22:03,229.33,67,0.651,1.42
21-11-2025 22:04,258.88,58.4,0.302,1.85
21-11-2025 22:05,271.94,84.3,0.37,1.84
21-11-2025 22:06,247.46,69,0.641,0.88
21-11-2025 22:07,238.14,73.7,0.963,1.35
21-11-2025 20:36,242.94,75.2,0.359,0.93
21-11-2025 20:37,261.72,72.3,0.674,1.17
21-11-2025 20:38,277.4,81.3,0.826,1.07
21-11-2025 20:39,260.93,70.2,0.93,1.04
21-11-2025 20:40,237.15,74.3,0.467,1.24
21-11-2025 20:41,225.82,85.6,0.403,1.3
21-11-2025 20:42,247.32,87.2,0.808,1.32
21-11-2025 20:43,274.52,79.3,0.194,1.45
21-11-2025 20:44,260.63,61.6,0.141,1.3
21-11-2025 20:45,234.38,82.9,0.939,1.26
21-11-2025 20:46,269.55,77.8,0.186,1.09
21-11-2025 20:47,263.82,84.6,0.28,1.47
21-11-2025 20:48,260.56,62.6,0.399,1.03
21-11-2025 20:49,226.33,67.1,0.315,1.18
21-11-2025 20:50,261.78,68.7,0.733,0.85
21-11-2025 20:51,273.29,81,0.122,0.87
21-11-2025 20:52,260.96,72.5,0.758,1.02
21-11-2025 20:53,220.35,87.4,0.398,1.22
21-11-2025 20:54,240.17,81.8,0.952,1.4
21-11-2025 20:55,244.22,83.6,0.793,0.97
21-11-2025 20:56,272.77,63.1,0.975,0.98
21-11-2025 22:15,278.69,76.1,0.418,0.88
21-11-2025 22:16,223.04,84.6,0.553,1.31
21-11-2025 22:17,249.56,75.4,0.953,0.92
21-11-2025 22:18,221.07,58.6,0.363,1.05
21-11-2025 22:19,226.93,62.3,0.614,0.93
21-11-2025 22:20,254.09,74.6,0.741,1.24
21-11-2025 22:21,242.22,59,0.442,1.17
21-11-2025 22:22,258.86,86.1,0.34,0.89
21-11-2025 22:23,274.89,66.2,0.29,1.31
21-11-2025 22:24,270.08,79.5,0.238,1.14
21-11-2025 22:25,264.19,75,0.593,1.03
21-11-2025 22:25,235.48,87.6,0.499,0.97
21-11-2025 22:26,247.48,81.1,0.489,0.82
21-11-2025 22:26,248.34,85.7,0.915,0.81
21-11-2025 22:27,249.22,62.7,0.739,0.9
21-11-2025 22:27,261.98,88.7,0.76,0.97
21-11-2025 22:28,258.53,57.3,0.86,1.2
21-11-2025 22:28,255.91,68.7,0.924,0.97
21-11-2025 22:29,244.29,84.4,0.665,1.36
21-11-2025 22:29,230.56,71.7,0.222,1.45
21-11-2025 22:30,239.11,56.4,0.944,1.09
21-11-2025 22:30,248.98,89.4,0.77,1.15
21-11-2025 22:30,244.77,63.4,0.222,0.82
21-11-2025 22:30,266.58,80.5,0.213,1.16
21-11-2025 22:31,268.49,70.9,0.235,1.25
21-11-2025 22:31,277.95,63.3,0.122,1.04
21-11-2025 22:31,229.89,88.2,0.874,1.21
21-11-2025 22:32,241.31,68.7,0.29,0.95
21-11-2025 22:32,259.9,62.3,0.744,1.32
21-11-2025 22:32,240.46,89.6,0.761,0.88
21-11-2025 22:33,255.52,80.5,0.202,1.07
21-11-2025 22:33,269.03,58.8,0.402,0.91
21-11-2025 22:33,271,75.2,0.193,1.05
21-11-2025 22:34,272.8,65.7,0.416,1.22
21-11-2025 22:34,230.06,64.7,0.127,1.31
21-11-2025 22:34,236.87,75.3,0.813,1.05
21-11-2025 22:35,239.43,67.1,0.781,1.15
21-11-2025 22:35,242.77,79.2,0.154,1.15
21-11-2025 22:35,251.6,83.7,0.238,1.35
21-11-2025 22:36,235.47,63.8,0.246,1.34
21-11-2025 22:36,221.47,87.7,0.337,1.39
21-11-2025 22:36,225.51,87.1,0.141,0.82
21-11-2025 22:37,222.48,60.7,0.976,1.35
21-11-2025 22:37,243.49,67.5,0.111,1.09
21-11-2025 22:37,240.44,67,0.242,1.03
21-11-2025 22:38,270.6,67.6,0.129,1.41
21-11-2025 22:38,275.24,89.6,0.494,1.29
21-11-2025 22:38,270.03,73.3,0.324,0.96
21-11-2025 22:39,265.57,65.7,0.628,0.97
21-11-2025 22:39,261.6,57.8,0.235,1.4
21-11-2025 22:39,246,60.7,0.783,1.07
21-11-2025 22:40,268.99,85,0.335,0.95
21-11-2025 22:40,229.1,59.9,0.492,1.04
21-11-2025 22:40,271.27,70.5,0.411,1.24
21-11-2025 22:41,224.19,79.2,0.82,1.07
21-11-2025 22:41,276.21,78.3,0.998,1.15
21-11-2025 22:41,231.07,71,0.304,1.27
21-11-2025 22:42,232.19,64.3,0.906,0.94
21-11-2025 22:42,260.92,74.1,0.678,1.01
21-11-2025 22:42,267.81,68.6,0.763,0.93
21-11-2025 22:43,262.08,78.4,0.483,1.17
21-11-2025 22:43,244.72,70.1,0.515,1.23
21-11-2025 22:43,221.69,87.8,0.702,1.01
21-11-2025 22:44,233.45,63.3,0.758,1.4
21-11-2025 22:44,254.84,76.2,0.265,1.44
21-11-2025 22:44,245.03,72.9,0.628,0.82
21-11-2025 22:45,241.67,57.7,0.795,1.25
21-11-2025 22:45,266.05,88.6,0.203,1
21-11-2025 22:45,259.85,57.5,0.524,0.81
21-11-2025 22:46,266.59,61.1,0.685,0.93
21-11-2025 22:46,234.48,68.7,0.907,1.12
21-11-2025 22:46,259.99,71,0.467,1.49
21-11-2025 22:47,240.05,78,0.645,1.03
21-11-2025 22:47,225.89,82.4,0.619,0.95
21-11-2025 22:47,268.54,58,0.909,0.93
21-11-2025 22:48,247,56.6,0.224,1.37
21-11-2025 22:48,260.01,73.7,0.235,1.25
21-11-2025 22:48,256.19,81,0.858,1.22
21-11-2025 22:49,230.49,70.5,0.978,0.86
21-11-2025 22:49,252.28,64.2,0.355,1.2
21-11-2025 22:49,239.02,57.8,0.192,1.13
21-11-2025 22:50,277.99,74.8,0.74,1.36
21-11-2025 22:50,232.02,77.4,0.163,0.98
21-11-2025 22:50,272.27,64,0.381,0.95
21-11-2025 22:51,225.68,83.1,0.336,1.36
21-11-2025 22:51,265.6,89.4,0.651,0.92
21-11-2025 22:51,263.95,56.2,0.329,1.44
21-11-2025 22:52,275.11,66.6,0.925,1.33
21-11-2025 22:52,220.3,67.2,0.366,1.47
21-11-2025 22:52,226.58,81,0.613,1.35
21-11-2025 22:53,267.37,59.9,0.742,1.39
21-11-2025 22:53,279.51,77.4,0.485,1.22
21-11-2025 22:53,252.29,72.4,0.24,1.39
21-11-2025 22:54,245.63,66,0.377,1.39
21-11-2025 22:54,222.85,84.5,0.488,1.32
21-11-2025 22:54,276.49,83,0.774,1.12
21-11-2025 22:54,229.41,81.6,0.43,0.83
21-11-2025 22:55,221.35,56.5,0.995,1.08
21-11-2025 22:55,245.59,89.3,0.301,1.35
21-11-2025 22:55,270.34,64.4,0.374,0.8
21-11-2025 22:56,225.36,84.3,0.733,1.25
21-11-2025 22:56,255.46,89.6,0.33,1.34
21-11-2025 22:56,277.95,79.9,0.859,0.83
21-11-2025 22:57,267.26,55.6,0.572,1.45
21-11-2025 22:57,253,60.1,0.642,1.4
21-11-2025 22:57,266.7,76.5,0.605,0.95
21-11-2025 22:58,248.24,64.7,0.563,1.31
21-11-2025 22:58,256.6,82.6,0.449,1.26
21-11-2025 22:58,277.49,71.6,0.299,1.28
21-11-2025 22:59,254.59,66.8,0.299,1.06
21-11-2025 22:59,231.06,87.8,0.44,1.15
21-11-2025 22:59,259.25,84.5,0.25,1.45
21-11-2025 23:00,279.26,83.3,0.824,1.21
21-11-2025 23:00,246.86,63,0.54,1.41
21-11-2025 23:00,244.07,77.5,0.822,1.42
21-11-2025 23:01,259.69,56.5,0.375,1.2
21-11-2025 23:01,230.92,82.8,0.267,1.31
21-11-2025 23:01,268.38,64.9,0.319,1.34
21-11-2025 23:02,236.57,63.8,0.441,1.1
21-11-2025 23:02,230.22,68.6,0.563,0.94
21-11-2025 23:02,244.87,60.7,0.82,1.25
21-11-2025 23:03,241.15,86.7,0.308,1.39
21-11-2025 23:03,261.34,87.9,0.571,1.3
21-11-2025 23:03,272.13,75.5,0.561,1.36
21-11-2025 23:04,256.92,78.5,0.803,1.23
21-11-2025 23:04,220.82,73.7,0.544,1.12
21-11-2025 23:04,279.81,60,0.704,0.92
21-11-2025 23:05,271.05,70.8,0.541,1.42
21-11-2025 23:05,246.71,64.5,0.596,1.06
21-11-2025 23:05,234.3,66.4,0.898,0.93
21-11-2025 23:06,262.69,86.1,0.155,0.82
21-11-2025 23:06,246.8,62.2,0.704,1.1
21-11-2025 23:06,224.14,83.8,0.156,1.03
21-11-2025 23:07,248.73,63.2,0.188,0.98
21-11-2025 23:07,228.67,66.1,0.478,1.28
21-11-2025 23:07,258.16,83,0.614,1.29
21-11-2025 23:08,277.76,58.2,0.343,1.47
21-11-2025 23:08,223.66,76.3,0.172,1.25
21-11-2025 23:08,240.42,86.1,0.931,1.34
21-11-2025 23:09,248.77,79.7,0.147,1.24
21-11-2025 23:09,251.4,64,0.958,1.04
21-11-2025 23:09,262.03,88.9,0.195,0.81
21-11-2025 23:10,242.74,80.5,0.694,1.29
21-11-2025 23:10,228.65,69.6,0.115,1.24
21-11-2025 23:10,267.52,86.6,0.706,0.92
21-11-2025 23:11,228.18,72.9,0.689,0.86
21-11-2025 23:11,253.63,81.9,0.998,1.05
21-11-2025 23:11,228.93,64,0.828,1.35
21-11-2025 23:12,247.7,81.4,0.263,0.83
21-11-2025 23:12,224.44,80.6,0.618,0.84
21-11-2025 23:12,248.18,68.7,0.718,1.35
21-11-2025 23:13,240.84,71.4,0.303,1.33
21-11-2025 23:13,232.82,74.6,0.814,1.32
21-11-2025 23:13,239.67,81.5,0.385,1.11
21-11-2025 23:14,272.68,78.7,0.118,0.82
21-11-2025 23:14,226.3,64.8,0.319,0.82
21-11-2025 23:14,261.94,74.2,0.853,0.98
21-11-2025 23:15,265.38,80.1,0.486,0.92
21-11-2025 23:15,273.17,84,0.283,0.85
21-11-2025 23:15,238.2,82.3,0.178,1.36
21-11-2025 23:16,262.91,59.7,0.127,1.4
21-11-2025 23:16,242.21,61.8,0.961,0.85
21-11-2025 23:16,221.99,67.1,0.669,1.25
21-11-2025 23:17,241.06,66.4,0.222,1.41
21-11-2025 23:17,262.13,74.2,0.35,1.21
21-11-2025 23:17,255.02,74,0.778,1.08
21-11-2025 23:18,255.21,89.5,0.507,0.97
21-11-2025 23:18,246.83,88.3,0.19,1.39
21-11-2025 23:18,243.31,57.5,0.217,1.22
21-11-2025 23:19,268.49,67.5,0.524,1.44
21-11-2025 23:19,236.39,68.7,0.748,0.87
21-11-2025 23:19,232.21,79.7,0.768,1.46
21-11-2025 23:20,238.26,74.5,0.848,1.26
21-11-2025 23:20,270.05,82.9,0.637,0.95
21-11-2025 23:20,269.05,71.3,0.873,0.96
21-11-2025 23:21,226.47,82.9,0.929,1.05
21-11-2025 23:21,253.27,56.5,0.993,1.28
21-11-2025 23:21,265.77,69.1,0.561,1.28
21-11-2025 23:22,260.98,71.9,0.544,0.85
21-11-2025 23:22,231.46,71.9,0.77,1.17
21-11-2025 23:22,275.11,64.5,0.562,1.46
21-11-2025 23:23,265.62,73,0.83,1.42
21-11-2025 23:23,220.39,59.1,0.604,0.85
21-11-2025 23:23,224.08,63.5,0.285,0.97
21-11-2025 23:24,251.17,68.5,0.829,0.97
21-11-2025 23:24,272.1,56.8,0.206,1.22
21-11-2025 23:24,258.36,84.4,0.826,1.46
21-11-2025 23:25,267.13,77.1,0.656,1.01
21-11-2025 23:25,236.33,68.2,0.169,1.17
21-11-2025 23:25,223.36,79.1,0.652,1.11
21-11-2025 23:26,225.09,69.5,0.106,1.22
21-11-2025 23:26,275.5,59.6,0.784,1.04
21-11-2025 23:26,236.06,88.4,0.586,1.21
21-11-2025 23:27,273.04,72.7,0.866,1.22
21-11-2025 23:27,234.83,78.4,0.934,0.95
21-11-2025 23:27,242.41,65,0.837,1.08
21-11-2025 23:28,241.95,56.6,0.764,1.24
21-11-2025 23:28,228.58,55.1,0.288,1.5
21-11-2025 23:28,264.74,69.9,0.314,0.94
21-11-2025 23:29,230.12,64.5,0.21,1.32
21-11-2025 23:29,274.97,66.2,0.386,1.45
21-11-2025 23:29,225.97,83,0.602,0.8
21-11-2025 23:30,237.62,88.4,0.126,0.8
21-11-2025 23:30,246.36,66.8,0.411,1.21
21-11-2025 23:30,243.75,74.4,0.308,1.49
21-11-2025 23:31,220.11,69,0.519,1.2
21-11-2025 23:31,242.92,66.4,0.641,0.96
21-11-2025 23:31,224.88,64.2,0.746,1.35
21-11-2025 23:32,253.15,85.3,0.312,0.97
21-11-2025 23:32,262.48,67.2,0.873,1.19
21-11-2025 23:32,228.31,73.6,0.74,1.04
21-11-2025 23:33,274.14,76.9,0.526,0.91
21-11-2025 23:33,253.77,73.3,0.445,0.83
21-11-2025 23:33,257.52,66.7,0.344,1.49
21-11-2025 23:34,231.46,79.7,0.971,0.93
21-11-2025 23:34,276.49,73.4,0.266,0.95
21-11-2025 23:34,250.22,86.8,0.213,1.16
21-11-2025 23:35,252.02,78.6,0.934,1.2
21-11-2025 23:35,225.35,76,0.161,1.13
21-11-2025 23:35,264.69,85.7,0.834,1.19
21-11-2025 23:36,276.75,79.8,0.894,1.26
21-11-2025 23:36,247.2,66.4,0.97,0.99
21-11-2025 23:36,243.78,85,0.301,1.26
21-11-2025 23:37,258.77,89.2,0.221,0.9
21-11-2025 23:37,254.66,81.9,0.415,1.42
21-11-2025 23:37,252.9,73,0.126,1.45
21-11-2025 23:38,252.34,56.5,0.934,1.17
21-11-2025 23:38,236.95,85,0.999,1.29
21-11-2025 23:38,270.37,64.8,0.926,1.46
21-11-2025 23:39,242.74,81.2,0.327,1.29
21-11-2025 23:39,266.82,88,0.541,1.47
21-11-2025 23:39,221.83,83.2,0.985,1.2
21-11-2025 23:40,234.05,56.6,0.485,1.39
21-11-2025 23:40,251.07,65.6,0.487,1.01
21-11-2025 23:40,272.45,69.3,0.447,1.05
21-11-2025 23:41,238.15,62.4,0.38,1.43
21-11-2025 23:41,266.57,57.2,0.587,1.46
21-11-2025 23:41,270.84,74.2,0.603,0.82
21-11-2025 23:42,261.8,75.8,0.296,1.45
21-11-2025 23:42,221.64,67.5,0.646,1.08
21-11-2025 23:42,277.7,64.1,0.932,1.42
21-11-2025 23:43,245.52,55.7,0.634,1.15
21-11-2025 23:43,253.99,70.1,0.699,1.01
21-11-2025 23:43,233.41,88.1,0.82,1
21-11-2025 23:44,226.27,72.3,0.118,1.15
21-11-2025 23:44,238.57,85.8,0.414,1.46
21-11-2025 23:44,251.92,63.4,0.644,1.04
21-11-2025 23:45,251.66,80.6,0.697,0.84
21-11-2025 23:45,254.76,75.6,0.697,1.37
21-11-2025 23:45,224.08,57.3,0.444,1.34
21-11-2025 23:46,225.04,75,0.987,1.13
21-11-2025 23:46,238.67,58.6,0.879,0.96
21-11-2025 23:46,264.45,61,0.866,1.01
21-11-2025 23:47,240.75,56.3,0.749,1.44
21-11-2025 23:47,228.12,87.6,0.336,1.35
21-11-2025 23:47,230.03,71.7,0.711,1.09
21-11-2025 23:48,237.77,78,0.801,0.87
21-11-2025 23:48,254.78,72,0.554,1.01
21-11-2025 23:48,274.61,78.7,0.643,0.94
21-11-2025 23:49,249.65,72.7,0.321,0.86
21-11-2025 23:49,247.32,63,0.102,1.23
21-11-2025 23:49,222.91,64.1,0.996,1.45
21-11-2025 23:50,269.28,80.4,0.995,1.28
21-11-2025 23:50,221.5,66.2,0.825,1.41
21-11-2025 23:50,247.77,73.6,0.984,1.22
21-11-2025 23:51,220.2,83,0.168,1.4
21-11-2025 23:51,230.5,63.9,0.195,1.38
21-11-2025 23:51,228.53,62.3,0.18,0.97
21-11-2025 23:52,231.75,62.6,0.499,1.13
21-11-2025 23:52,223.12,58.5,0.402,1.27
21-11-2025 23:52,222.3,80.9,0.439,1.4
21-11-2025 23:53,261.75,67.8,0.931,1.39
21-11-2025 23:53,234.78,82.8,0.437,1
21-11-2025 23:53,275.48,63.8,0.254,1.18
21-11-2025 23:54,250.24,68.2,0.175,0.91
21-11-2025 23:54,231.55,72.4,0.417,1.47
21-11-2025 23:54,261.25,72.4,0.629,1.26
21-11-2025 23:55,237.98,81.6,0.605,1.02
21-11-2025 23:55,234.07,60.3,0.512,1.32
21-11-2025 23:55,253.14,80.1,0.146,1.2
21-11-2025 23:56,228.09,69.6,0.837,1.04
21-11-2025 23:56,259.86,87.2,0.486,1.36
21-11-2025 23:56,250.75,62.4,0.722,0.95
21-11-2025 23:57,229.47,79.5,0.384,1.24
21-11-2025 23:57,262.8,58.9,0.749,1.12
21-11-2025 23:57,240.6,64.3,0.483,1.23
21-11-2025 23:58,223.38,89.2,0.868,1.27
21-11-2025 23:58,254.84,88.5,0.381,1.35
21-11-2025 23:58,243.21,84.2,0.468,1.43
21-11-2025 23:59,227.11,64.8,0.949,0.95
21-11-2025 23:59,226.46,64.4,0.471,0.87
21-11-2025 23:59,247.78,78.8,0.754,1.44
22-11-2025 00:00,238.9,87.8,0.549,1.42
22-11-2025 00:00,229.35,76.9,0.472,1.14
22-11-2025 00:00,251.46,88.8,0.577,1.24
22-11-2025 00:01,261.41,69.6,0.306,1.43
22-11-2025 00:01,261.3,78.3,0.108,1.38
22-11-2025 00:01,239.17,58.7,0.232,0.92
22-11-2025 00:02,239.06,68.5,0.877,0.92
22-11-2025 00:02,259.49,57.2,0.697,1.42
22-11-2025 00:02,249.66,69.4,0.336,1.23
22-11-2025 00:03,248.42,89.3,0.132,1.03
22-11-2025 00:03,260.68,62.9,0.989,1.33
22-11-2025 00:03,268.35,82.3,0.914,1.09
22-11-2025 00:04,235.58,72.5,0.703,1.34
22-11-2025 00:04,244.06,73.2,0.427,0.94
22-11-2025 00:04,237.4,63.2,0.571,0.85
22-11-2025 00:05,253.35,66.6,0.289,1.4
22-11-2025 00:05,235.67,65,0.109,1.49
22-11-2025 00:05,264.58,66.2,0.634,1.21
22-11-2025 00:06,234.02,71.7,0.198,1.47
22-11-2025 00:06,221.65,57.2,0.963,1.1
22-11-2025 00:06,276.75,85.3,0.845,0.83
22-11-2025 00:07,273.27,76.3,0.439,1.35
22-11-2025 00:07,225.45,73.9,0.412,1.02
22-11-2025 00:07,251.36,84.9,0.704,0.94
22-11-2025 00:08,256.97,70.7,0.147,1.45
22-11-2025 00:08,224.73,88.6,0.505,1.07
22-11-2025 00:08,262.83,68.8,0.266,1.22
22-11-2025 00:09,240.44,61,0.243,1.46
22-11-2025 00:09,242.51,70.7,0.596,1.15
22-11-2025 00:09,224.18,76.5,0.803,0.99
22-11-2025 00:10,290.19,55.8,0.817,1.42
22-11-2025 00:10,235.2,68.6,0.119,1.5
22-11-2025 00:10,230.89,82.2,0.412,1.18
22-11-2025 00:11,277.97,79.7,0.193,0.93
22-11-2025 00:11,234.33,55.2,0.431,1.35
22-11-2025 00:11,227.28,62.2,0.332,1
22-11-2025 00:12,249.54,74.4,0.381,0.91
22-11-2025 00:12,236.45,62.9,0.732,1.07
22-11-2025 00:12,225.42,77.6,0.368,1.17
22-11-2025 00:13,229.68,69.5,0.434,0.86
22-11-2025 00:13,260.79,57.8,0.85,1.1
22-11-2025 00:13,260.35,89.3,0.518,1
22-11-2025 00:14,233.7,75.6,0.425,1.3
22-11-2025 00:14,236.54,71.7,0.64,1.12
22-11-2025 00:14,248.29,83.9,0.756,1.18
22-11-2025 00:15,229.69,66.9,0.329,1.49
22-11-2025 00:15,279.14,79.1,0.294,1
22-11-2025 00:15,261.85,84.1,0.588,1.08
22-11-2025 00:16,238.86,81.4,0.847,0.82
22-11-2025 00:16,275.77,72.8,0.444,0.9
22-11-2025 00:16,231.26,89.2,0.425,1.49
22-11-2025 00:17,226.08,75.6,0.732,0.93
22-11-2025 00:17,249.03,70.1,0.648,1.15
22-11-2025 00:17,221.52,80,0.229,1.13
22-11-2025 00:18,245.88,56.3,0.264,1.13
22-11-2025 00:18,237.92,63.7,0.801,0.98
22-11-2025 00:18,242.45,88.5,0.544,1.26
22-11-2025 00:19,228.37,73.5,0.459,0.92
22-11-2025 00:19,227.08,63.1,0.787,1.33
22-11-2025 00:19,249.33,71.9,0.107,1.34
22-11-2025 00:20,252.42,79.3,0.225,1.09
22-11-2025 00:20,239.49,57.8,0.861,0.92
22-11-2025 00:20,266.65,63.7,0.994,0.99
22-11-2025 00:21,247.27,77.3,0.482,1.11
22-11-2025 01:11,249.08,56.1,0.637,0.86
22-11-2025 01:11,233.66,86.9,0.958,0.91
22-11-2025 01:11,235.63,82.9,0.66,1.08
22-11-2025 01:12,253.98,61.7,0.267,1.39
22-11-2025 01:12,236.32,68.6,0.969,1.32
22-11-2025 01:12,276.11,71.6,0.623,1.04
22-11-2025 01:13,239.19,87.6,0.575,1.27
22-11-2025 01:13,244.98,74.6,0.366,1.34
22-11-2025 01:13,259.01,58,0.637,1.31
22-11-2025 01:14,251.3,65,0.129,1.37
22-11-2025 01:14,223.76,85.4,0.916,1.2
22-11-2025 01:14,232.56,57.4,0.435,0.96
22-11-2025 01:15,278.76,73.2,0.439,1.49
22-11-2025 01:15,221.78,57.6,0.688,1.38
22-11-2025 01:15,231.91,69.5,0.609,1.28
22-11-2025 01:16,220.17,76.9,0.795,1.44
22-11-2025 01:16,255.18,87.5,0.52,1
22-11-2025 01:16,243.66,69.7,0.76,1.34
22-11-2025 01:17,225.32,60.4,0.551,1.48
22-11-2025 01:17,272.41,63.5,0.33,1.11
22-11-2025 01:17,237.67,81.5,0.394,1.25
22-11-2025 01:18,224.8,72.6,0.83,0.97
22-11-2025 01:18,222.18,80.1,0.256,0.98
22-11-2025 01:18,224.42,75.7,0.88,0.87
22-11-2025 01:19,268.78,65.1,0.685,1.17
22-11-2025 01:19,224.75,81.7,0.755,1.04
22-11-2025 01:19,265.96,61.8,0.243,0.86
22-11-2025 01:20,262.65,68.2,0.106,0.84
22-11-2025 01:20,248.71,86.1,0.425,1.26
22-11-2025 01:20,263.23,73.1,0.218,0.84
22-11-2025 01:21,243.95,74.6,0.829,1.49
22-11-2025 01:21,242.11,78.6,0.325,1.06
22-11-2025 01:21,228.17,76.6,0.251,0.93
22-11-2025 01:22,230.42,86.5,0.482,1.18
22-11-2025 01:22,280.08,70.6,0.324,1.18
22-11-2025 01:22,253.54,78.8,0.639,1.1
22-11-2025 01:23,225.33,63.6,0.688,1.39
22-11-2025 01:23,225.87,76,0.792,1.06
22-11-2025 01:23,295.07,70.2,0.364,1.24
22-11-2025 01:24,238.69,83.3,0.496,0.99
22-11-2025 01:24,225.27,80.4,0.134,1.5
22-11-2025 01:24,257.49,68.3,0.725,1.05
22-11-2025 01:25,226.75,79.6,0.759,1.5
22-11-2025 01:25,258.49,67,0.643,1.11
